trial,block,target_1,target_2,task_relevance,category,duration,SOA,SOA_lock,pitch,orientation,identity,stim_jit,session,onset_SOA,texture,vis_stim_time,time_of_resp_vis,has_repsonse_vis,trial_repsonse_vis,aud_stim_buff,aud_stim_time,aud_resp,trial_accuracy_aud,time_of_resp_aud,trial_first_button_press,trial_second_button_press,fix_time,JitOnset,trial_end,TargetScreenOnset,iRT_vis,iRT_aud,RT_vis,RT_aud
1,1,letter_17,false_font_19,irrelevant,object,0.506666666666667,0.232,offset,high,right,object_20,1.03333333333333,1,0.738666666666667,250,179653.7903903,NaN,0,cr,1,179654.5304038,1100,1,179655.2230897,1100,0,179654.2930096,NaN,179655.7798491,179650.529348,128,269,NaN,0.692685900023207
2,1,letter_17,false_font_19,non-target,letter,0.506666666666667,0,offset,low,center,letter_19,0.513333333333333,1,0.506666666666667,29,179659.9773223,NaN,0,cr,2,179660.4747999,1000,1,179661.0836213,1000,0,179660.4811765,NaN,179661.9662656,0,225,357,NaN,0.608821400004672
3,1,letter_17,false_font_19,irrelevant,object,1,0.232,offset,low,left,object_13,0.62,1,1.232,223,179666.6791152,NaN,0,cr,2,179667.9014388,1000,1,179668.3670763,1000,0,179667.6746053,NaN,179668.6682708,0,204,354,NaN,0.465637499990407
4,1,letter_17,false_font_19,non-target,letter,1,0,onset,high,right,letter_03,0.566666666666667,1,0,53,179672.7097403,NaN,0,cr,1,179672.7124463,1100,1,179673.3747905,1100,0,179673.7054744,NaN,179674.6991557,0,289,436,NaN,0.66234420001274
5,1,letter_17,false_font_19,non-target,letter,1.49333333333333,0.116,offset,low,center,letter_16,1.04666666666667,1,1.60933333333333,26,179678.6630586,NaN,0,cr,2,179680.2639614,0,NaN,NaN,0,0,179680.1516407,NaN,179680.652426,0,289,234,NaN,NaN
6,1,letter_17,false_font_19,non-target,false_font,1.49333333333333,0.116,offset,low,left,false_font_01,0.793333333333333,1,1.60933333333333,151,179685.4022317,NaN,0,cr,2,179687.001823,0,NaN,NaN,0,0,179686.8906245,NaN,179687.3915259,0,352,236,NaN,NaN
7,1,letter_17,false_font_19,target,letter,0.506666666666667,0.116,offset,high,center,letter_17,0.74,1,0.622666666666667,27,179691.449318,NaN,0,miss,1,179692.0621842,1100,1,179692.6436779,1100,0,179691.9511688,NaN,179693.4383387,0,279,290,NaN,0.581493699981365
8,1,letter_17,false_font_19,non-target,false_font,1,0,onset,low,right,false_font_06,0.633333333333333,1,0,176,179697.0525689,NaN,0,cr,2,179697.05408,1000,1,179697.6349788,1000,0,179698.048329,NaN,179699.0416625,0,553,284,NaN,0.580898799991701
9,1,letter_17,false_font_19,irrelevant,object,1,0,onset,low,left,object_14,0.78,1,0,224,179703.3294457,NaN,0,cr,2,179703.331502,1000,1,179704.1152574,1000,0,179704.3252979,NaN,179705.3187374,0,452,276,NaN,0.783755400014343
10,1,letter_17,false_font_19,irrelevant,object,0.506666666666667,0.232,offset,high,center,object_18,0.526666666666667,1,0.738666666666667,208,179709.9396649,NaN,0,cr,1,179710.6683569,1100,1,179711.2074642,1100,0,179710.4413542,NaN,179711.9285839,0,283,267,NaN,0.539107300020987
11,1,letter_17,false_font_19,irrelevant,object,0.506666666666667,0.116,onset,high,right,object_11,0.54,1,0.116,241,179715.5265064,NaN,0,cr,1,179715.6323472,1100,1,179716.3746365,1100,0,179716.0283745,NaN,179717.5156001,0,241,510,NaN,0.742289299989352
12,1,letter_17,false_font_19,target,letter,1,0,onset,high,center,letter_17,0.54,1,0,27,179722.4036763,NaN,0,miss,1,179722.404965,1100,1,179723.1118385,1100,0,179723.399142,NaN,179724.3925903,0,264,488,NaN,0.706873499992071
13,1,letter_17,false_font_19,non-target,false_font,0.506666666666667,0.232,offset,low,center,false_font_14,0.926666666666667,1,0.738666666666667,144,179728.4115992,NaN,0,cr,2,179729.1400342,1000,1,179729.7474484,1000,0,179728.9135054,NaN,179730.4009446,0,231,286,NaN,0.607414199999766
14,1,letter_17,false_font_19,irrelevant,face,0.506666666666667,0.116,offset,high,left,face_03,0.553333333333333,1,0.622666666666667,93,179733.9824503,NaN,0,cr,1,179734.5953432,1100,1,179735.1915014,1100,0,179734.4839218,NaN,179735.9716007,0,264,189,NaN,0.59615820000181
15,1,letter_17,false_font_19,non-target,letter,1,0,onset,low,center,letter_04,0.74,1,0,14,179740.6652913,NaN,0,cr,2,179740.6664851,1000,1,179741.2232813,1000,0,179741.6610037,NaN,179742.6542753,0,413,309,NaN,0.556796199991368
16,1,letter_17,false_font_19,non-target,false_font,1.49333333333333,0,offset,low,center,false_font_06,0.873333333333333,1,1.49333333333333,136,179746.8840144,NaN,0,cr,2,179748.3670945,0,NaN,NaN,0,0,179748.3726962,NaN,179748.8729574,0,284,676,NaN,NaN
17,1,letter_17,false_font_19,non-target,false_font,0.506666666666667,0.232,onset,high,left,false_font_15,0.54,1,0.232,165,179754.3294366,NaN,0,cr,1,179754.551453,1100,1,179755.0273582,1100,0,179754.8323733,NaN,179756.3184471,0,323,303,NaN,0.475905200000852
18,1,letter_17,false_font_19,irrelevant,face,0.506666666666667,0,onset,low,left,face_10,0.686666666666667,1,0,100,179760.0601818,NaN,0,cr,2,179760.0618285,1000,1,179760.790562,1000,0,179760.5620337,NaN,179762.0491169,0,350,320,NaN,0.728733500000089
19,1,letter_17,false_font_19,irrelevant,face,1,0,offset,high,left,face_14,0.806666666666667,1,1,104,179766.2617426,NaN,0,cr,1,179767.2515017,1100,1,179767.8362012,1100,0,179767.257912,NaN,179768.2507127,0,293,293,NaN,0.584699500002898
20,1,letter_17,false_font_19,non-target,letter,1,0.232,offset,low,center,letter_03,0.673333333333333,1,1.232,13,179781.5755314,NaN,0,cr,2,179782.7975496,0,NaN,NaN,0,0,179782.5795982,NaN,179783.5647566,0,260,613,NaN,NaN
21,1,letter_17,false_font_19,irrelevant,face,1.49333333333333,0.116,onset,low,left,face_05,0.553333333333333,1,0.116,95,179788.8898365,NaN,0,cr,2,179788.9964564,1000,1,179789.7034459,1000,0,179790.3798104,NaN,179790.8788578,0,329,587,NaN,0.706989500002237
22,1,letter_17,false_font_19,irrelevant,face,0.506666666666667,0,offset,high,center,face_11,0.54,1,0.506666666666667,81,179795.0802942,NaN,0,cr,1,179795.5767339,1100,1,179796.1392959,1100,0,179795.5825511,NaN,179797.0692616,0,335,323,NaN,0.562562000006437
23,1,letter_17,false_font_19,target,letter,0.506666666666667,0.116,onset,low,right,letter_17,0.62,1,0.116,67,179804.6117399,NaN,0,miss,2,179804.7181524,1000,1,179805.6674648,1000,0,179805.1149312,NaN,179806.6010075,0,496,218,NaN,0.949312400014605
24,1,letter_17,false_font_19,irrelevant,face,1.49333333333333,0,onset,high,left,face_11,0.646666666666667,1,0,101,179811.9237572,NaN,0,cr,1,179811.925201,1100,1,179812.5424902,1100,0,179813.4140895,NaN,179813.9129452,0,221,213,NaN,0.617289199988591
25,1,letter_17,false_font_19,irrelevant,object,1.49333333333333,0,onset,low,right,object_06,0.566666666666667,1,0,236,179816.9746708,NaN,0,cr,2,179816.976766,1000,1,179817.7874687,1000,0,179818.4633888,NaN,179818.9636091,0,193,472,NaN,0.810702699993271
26,1,letter_17,false_font_19,non-target,false_font,0.506666666666667,0.116,onset,high,center,false_font_18,0.74,1,0.116,148,179823.5738486,179824.6475957,1,fa,1,179823.6796161,1100,1,179824.2432313,1100,1,179824.0756543,NaN,179825.5628806,0,607,295,1.0737470999884,0.563615199993365
27,1,letter_17,false_font_19,target,false_font,1.49333333333333,0.466,onset,high,right,false_font_19,0.633333333333333,1,0.466,189,179830.9140878,179831.6958536,1,hit,1,179831.370167,1100,1,179832.3031914,1,1100,179832.4033714,NaN,179832.9030052,0,227,605,0.781765799998539,0.933024400001159
28,1,letter_17,false_font_19,irrelevant,object,1,0.232,offset,low,center,object_06,0.526666666666667,1,1.232,196,179837.6344739,NaN,0,cr,2,179838.8563454,1000,1,179839.3625244,1000,0,179838.6302359,NaN,179839.6235364,0,285,402,NaN,0.506178999989061
29,1,letter_17,false_font_19,target,letter,1.49333333333333,0.232,offset,high,right,letter_17,0.886666666666667,1,1.72533333333333,67,179843.5511903,179845.0304314,1,hit,1,179845.2665527,0,NaN,NaN,1,0,179845.0397761,NaN,179845.5401087,0,819,758,1.4792410999944,NaN
30,1,letter_17,false_font_19,non-target,letter,0.506666666666667,0.116,onset,high,left,letter_14,0.566666666666667,1,0.116,44,179853.0948153,NaN,0,cr,1,179853.2005741,1100,1,179853.6150862,1100,0,179853.5979986,NaN,179855.084013,0,215,409,NaN,0.414512100018328
31,1,letter_17,false_font_19,non-target,letter,1.49333333333333,0.116,onset,low,right,letter_15,0.873333333333333,1,0.116,65,179858.8624837,NaN,0,cr,2,179858.9683907,1000,1,179859.5632552,1000,0,179860.3508356,NaN,179860.8515212,0,299,318,NaN,0.594864499988034
32,1,letter_17,false_font_19,non-target,false_font,1,0,offset,low,center,false_font_16,0.566666666666667,1,1,146,179864.6964874,179865.6346225,1,fa,2,179865.6863406,1100,0,179866.6072845,1,1100,179865.69289,NaN,179866.6853933,0,257,654,0.938135099975625,0.92094390001148
33,1,letter_17,false_font_19,non-target,letter,1,0.116,onset,high,right,letter_01,0.646666666666667,1,0.116,51,179871.5172527,NaN,0,cr,1,179871.6231648,1100,1,179872.1034735,1100,0,179872.5129529,NaN,179873.5062395,0,291,308,NaN,0.480308700003661
34,1,letter_17,false_font_19,irrelevant,face,0.506666666666667,0.466,offset,high,center,face_13,0.753333333333333,1,0.972666666666667,83,179876.7980152,NaN,0,cr,1,179877.7609796,0,NaN,NaN,0,0,179877.3001157,NaN,179878.7872025,0,217,899,NaN,NaN
35,1,letter_17,false_font_19,non-target,false_font,1,0,offset,low,right,false_font_16,0.886666666666667,1,1,186,179884.538053,179885.2989807,1,fa,2,179885.527791,1000,1,179885.9830335,1,1000,179885.5348926,NaN,179886.526968,0,218,230,0.760927700001048,0.455242500000168
36,1,letter_17,false_font_19,irrelevant,face,0.506666666666667,0.466,offset,low,center,face_05,0.686666666666667,1,0.972666666666667,75,179889.4070588,NaN,0,cr,2,179890.3698256,1000,1,179890.8748673,1000,0,179889.9093239,NaN,179891.396167,0,275,293,NaN,0.505041700002039
37,1,letter_17,false_font_19,irrelevant,object,1,0.466,onset,high,left,object_05,0.66,1,0.466,215,179894.7111776,NaN,0,cr,1,179895.1670971,1100,1,179895.6350502,1100,0,179895.7074073,NaN,179896.7004052,0,274,228,NaN,0.467953100014711
38,2,letter_05,false_font_16,target,false_font,0.506666666666667,0,onset,high,right,false_font_16,1.12666666666667,1,0,186,179968.934253,179969.7270742,1,hit,1,179968.9368259,1100,1,179969.9781771,1,1100,179969.4369217,NaN,179970.9232318,179965.6268679,592,638,0.792821199982427,1.0413512000232
39,2,letter_05,false_font_16,irrelevant,face,1.49333333333333,0,offset,low,center,face_02,0.713333333333333,1,1.49333333333333,72,179977.1931743,NaN,0,cr,2,179978.6766724,0,NaN,NaN,0,0,179978.697968,NaN,179979.1825375,0,269,178,NaN,NaN
40,2,letter_05,false_font_16,non-target,letter,1,0.116,offset,low,right,letter_13,0.553333333333333,1,1.116,63,179982.2813476,NaN,0,cr,2,179983.3873228,1000,1,179984.0507443,1000,0,179983.2767075,NaN,179984.2705514,0,390,611,NaN,0.663421500008553
41,2,letter_05,false_font_16,irrelevant,object,0.506666666666667,0.232,onset,high,right,object_03,0.58,1,0.232,233,179988.9607227,NaN,0,cr,1,179989.1829701,1100,1,179989.6267936,1100,0,179989.4627482,NaN,179990.9497392,0,203,379,NaN,0.443823500012513
42,2,letter_05,false_font_16,non-target,false_font,1.49333333333333,0.116,onset,low,right,false_font_18,0.593333333333333,1,0.116,188,179995.2195097,NaN,0,cr,2,179995.3255338,1000,1,179995.9988053,1000,0,179996.7084118,NaN,179997.2084131,0,597,291,NaN,0.673271500010742
43,2,letter_05,false_font_16,non-target,false_font,0.506666666666667,0.116,offset,high,right,false_font_12,0.806666666666667,1,0.622666666666667,182,180002.3603106,NaN,0,cr,1,180002.9732241,1100,1,180003.5667802,1100,0,180002.8632532,NaN,180004.3496199,0,448,262,NaN,0.593556100007845
44,2,letter_05,false_font_16,non-target,letter,1.49333333333333,0.116,onset,high,left,letter_11,0.66,1,0.116,41,180007.8218006,NaN,0,cr,1,180007.9279016,1100,1,180008.6908641,1100,0,180009.3102165,NaN,180009.8110183,0,345,279,NaN,0.762962500011781
45,2,letter_05,false_font_16,irrelevant,face,1.49333333333333,0.116,onset,high,center,face_10,1.12666666666667,1,0.116,80,180012.4750967,NaN,0,cr,1,180012.5813978,1100,1,180013.1862317,1100,0,180013.9641565,NaN,180014.4645015,0,286,460,NaN,0.604833899997175
46,2,letter_05,false_font_16,non-target,false_font,1.49333333333333,0.116,onset,low,center,false_font_13,0.633333333333333,1,0.116,143,180018.4865536,NaN,0,cr,2,180018.5926966,1000,1,180019.1507889,1000,0,180019.9760045,NaN,180020.4755982,0,256,233,NaN,0.558092299994314
47,2,letter_05,false_font_16,non-target,false_font,0.506666666666667,0.116,onset,low,center,false_font_04,0.526666666666667,1,0.116,134,180023.9775855,NaN,0,cr,2,180024.083895,1000,1,180024.622065,1000,0,180024.479555,NaN,180025.9668889,0,302,275,NaN,0.538170000014361
48,2,letter_05,false_font_16,irrelevant,object,0.506666666666667,0.232,onset,low,center,object_03,0.686666666666667,1,0.232,193,180028.6072745,NaN,0,cr,2,180028.8291835,1000,1,180029.4022367,1000,0,180029.1091064,NaN,180030.5965006,0,315,478,NaN,0.573053200001596
49,2,letter_05,false_font_16,non-target,false_font,0.506666666666667,0,onset,low,center,false_font_03,0.713333333333333,1,0,133,180033.846124,NaN,0,cr,2,180033.8473987,1000,1,180034.3870056,1000,0,180034.3481302,NaN,180035.8352015,0,320,280,NaN,0.539606900012586
50,2,letter_05,false_font_16,non-target,letter,1,0,offset,high,center,letter_14,0.593333333333333,1,1,24,180038.6725352,NaN,0,cr,1,180039.6628082,1100,1,180040.1068819,1100,0,180039.6683674,NaN,180040.6615354,0,249,322,NaN,0.444073699996807
51,2,letter_05,false_font_16,irrelevant,object,0.506666666666667,0.466,onset,low,center,object_08,0.553333333333333,1,0.466,198,180044.4802363,NaN,0,cr,2,180044.9360855,1000,1,180045.9947331,1000,0,180044.9819636,NaN,180046.4691911,0,192,734,NaN,1.05864760000259
52,2,letter_05,false_font_16,irrelevant,object,1.49333333333333,0.232,offset,low,center,object_19,0.58,1,1.72533333333333,209,180050.8564484,NaN,0,cr,2,180052.5717138,0,NaN,NaN,0,0,180052.3448035,NaN,180052.8456085,0,168,430,NaN,NaN
53,2,letter_05,false_font_16,non-target,letter,1.49333333333333,0.232,onset,low,center,letter_14,0.526666666666667,1,0.232,24,180057.5623965,NaN,0,cr,2,180057.7846022,1000,1,180058.298828,1000,0,180059.0514526,NaN,180059.5515111,0,285,356,NaN,0.514225799997803
54,2,letter_05,false_font_16,non-target,false_font,0.506666666666667,0.466,onset,low,left,false_font_10,0.526666666666667,1,0.466,160,180062.7501428,180064.190708,1,fa,2,180063.2058208,1100,0,180064.303759,1,1100,180063.2516112,NaN,180064.7390522,0,288,613,1.44056519999867,1.09793819999322
55,2,letter_05,false_font_16,irrelevant,object,0.506666666666667,0.232,offset,low,center,object_09,0.966666666666667,1,0.738666666666667,199,180069.6060538,NaN,0,cr,2,180070.3344201,1000,1,180070.9348789,1000,0,180070.1083506,NaN,180071.5953671,0,234,587,NaN,0.600458800006891
56,2,letter_05,false_font_16,target,false_font,1,0.232,onset,high,right,false_font_16,0.886666666666667,1,0.232,186,180076.246564,180076.9867342,1,hit,1,180076.4682819,1100,1,180077.2468999,1,1100,180077.241489,NaN,180078.2354794,0,211,424,0.740170200006105,0.778618000011193
57,2,letter_05,false_font_16,target,letter,1,0.466,onset,low,right,letter_05,0.913333333333333,1,0.466,55,180081.9738736,180082.918771,1,hit,2,180082.4298927,1000,1,180083.2468128,1,1000,180082.9696059,NaN,180083.9627841,0,193,459,0.944897399982437,0.816920100012794
58,2,letter_05,false_font_16,irrelevant,face,1,0.116,onset,low,center,face_05,0.753333333333333,1,0.116,75,180087.6483678,NaN,0,cr,2,180087.7546091,1000,1,180088.1905052,1000,0,180088.6446678,NaN,180089.6374993,0,263,479,NaN,0.435896100010723
59,2,letter_05,false_font_16,non-target,letter,0.506666666666667,0.466,offset,low,center,letter_17,0.873333333333333,1,0.972666666666667,27,180093.3114795,NaN,0,cr,2,180094.2740889,1000,1,180094.7106091,1000,0,180093.8128804,NaN,180095.3007501,0,481,211,NaN,0.4365201999899
60,2,letter_05,false_font_16,irrelevant,face,0.506666666666667,0,offset,low,center,face_18,0.553333333333333,1,0.506666666666667,88,180098.696558,NaN,0,cr,2,180099.1931873,1100,0,180099.7905734,1100,0,180099.1992078,NaN,180100.6857643,0,242,348,NaN,0.597386100009317
61,2,letter_05,false_font_16,irrelevant,face,1.49333333333333,0,onset,low,left,face_01,0.526666666666667,1,0,91,180103.9925151,NaN,0,cr,2,180103.994798,1000,1,180104.538814,1000,0,180105.4809352,NaN,180105.9817645,0,206,415,NaN,0.544015999999829
62,2,letter_05,false_font_16,non-target,letter,0.506666666666667,0.466,onset,low,left,letter_01,0.513333333333333,1,0.466,31,180109.6950012,NaN,0,cr,2,180110.1509572,1000,1,180110.6507309,1000,0,180110.1973443,NaN,180111.6841024,0,291,418,NaN,0.499773699993966
63,2,letter_05,false_font_16,non-target,letter,0.506666666666667,0,onset,high,center,letter_17,0.526666666666667,1,0,27,180115.5852131,NaN,0,cr,1,180115.586575,1100,1,180116.1507488,1100,0,180116.0880677,NaN,180117.5742534,0,311,329,NaN,0.564173799997661
64,2,letter_05,false_font_16,non-target,letter,1.49333333333333,0.116,offset,high,center,letter_16,0.633333333333333,1,1.60933333333333,26,180122.3977477,NaN,0,cr,1,180123.996886,0,NaN,NaN,0,0,180123.8869816,NaN,180124.3868579,0,266,431,NaN,NaN
65,2,letter_05,false_font_16,target,false_font,1,0,onset,low,right,false_font_16,0.58,1,0,186,180128.9607163,180129.6865165,1,hit,2,180128.9627365,1000,1,180130.0905187,1,1000,180129.9559539,NaN,180130.9496501,0,317,592,0.725800199987134,1.12778219999745
66,2,letter_05,false_font_16,irrelevant,face,1,0.466,onset,low,center,face_02,0.54,1,0.466,72,180134.9777756,NaN,0,cr,2,180135.4339634,1000,1,180135.8743988,1000,0,180135.9726439,NaN,180136.96701,0,269,498,NaN,0.440435399999842
67,2,letter_05,false_font_16,non-target,false_font,1,0.116,onset,high,right,false_font_09,0.5,1,0.116,179,180141.3467854,NaN,0,cr,1,180141.4531602,1100,1,180142.4946704,1100,0,180142.3413811,NaN,180143.3361587,0,845,358,NaN,1.04151019998244
68,2,letter_05,false_font_16,irrelevant,face,0.506666666666667,0.116,onset,high,right,face_15,0.62,1,0.116,125,180149.0511368,NaN,0,cr,1,180149.1569249,1100,1,180149.718578,1100,0,180149.5712969,NaN,180151.0403594,0,295,372,NaN,0.561653100012336
69,2,letter_05,false_font_16,irrelevant,object,0.506666666666667,0.466,onset,low,center,object_20,0.713333333333333,1,0.466,210,180155.787574,NaN,0,cr,2,180156.2436916,1000,1,180156.7064369,1000,0,180156.2897619,NaN,180157.7765744,0,311,368,NaN,0.462745300028473
70,2,letter_05,false_font_16,irrelevant,object,1.49333333333333,0.232,offset,high,center,object_16,0.646666666666667,1,1.72533333333333,206,180162.160148,NaN,0,cr,1,180163.8752562,0,NaN,NaN,0,0,180163.6495951,NaN,180164.1491127,0,287,303,NaN,NaN
